accession_num,artist,title_date,medium,medium category,dimensions,type,exam_date,overall_condition,remarks,priority,overall_analysis,rec_treat,treatment type
53-51/4,James Abbott McNeill Whistler,"Adam and Eve Tavern, Old Chelsea, 1879",Etching,Ink print,Overall: 6 7/8 x 11 7/8 in. (17.4498 x 30.1498 cm),Examination,11/9/1987,(not entered),"Condition:  Frame: na  Mat/Mount: 4 ply rag old acetate  Object: sl-mod gen discoloration sl light burn mod soil, smudges, accretions adhesive UR mod plate distortion  Recommended Treatment: clean wash  Care and Maintenance: na  Curatorial Priority: na",4-Periodic monitoring needed,,wash,wash
53-51/5,James Abbott McNeill Whistler,"La Marchande de Moutarde (The Mustard Merchant), 1858",Etching,Ink print,Overall: 6 1/8 x 3 7/16 in. (15.5702 x 8.6868 cm),Examination,11/6/1987,(not entered),Condition:  Frame: na  Mat/Mount: 4 ply rag old acetate  Object: sl. mod gen discoloration mod soiling  Recommended Treatment: clean wash  care and Maintenance: na  Curatorial Priority: na,4-Periodic monitoring needed,,none,none
53-51/5,James Abbott McNeill Whistler,"La Marchande de Moutarde (The Mustard Merchant), 1858",Etching,Ink print,Overall: 6 1/8 x 3 7/16 in. (15.5702 x 8.6868 cm),Examination,8/10/2017,Excellent,V-hinged to display mat (over mat) with gummed linen tape hinges at top  Top right corner: v-hinge is stuck to itself Bottom edge: slight discoloration at extreme edges,5-No treatment needed,,none,none
53-51/24,Sir David Young Cameron,"Old St. Etienne, Caen, 1907",Etching and drypoint,Ink print,Plate: 16 3/4 x 8 7/8 in. (42.545 x 22.5425 cm),Examination,9/15/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply old acetate cover  Object: sl gen discoloration sl soiling badly hinged  Recommended Treatment: remat  Care and Maintenance: rematted 1-91 SB  Curatorial Priority:,5-No treatment needed,,re-mat,enclosure upgrade
53-51/25,Sir David Young Cameron,"The Hills of Tulloch, 1915",Etching and drypoint,Ink print,Plate: 8 1/8 x 7 5/8 in. (20.6375 x 19.3675 cm),Examination,9/15/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply (window and back separated) old acetate cover  Object: sl gen discoloration margins sl darkened from window sl-mod soiling broken hinge  Recommended Treatment: clean   Care and Maintenance: dry cleaned with eraser crumbs  11-87  RAD 4 ply rag mats  Curatorial Priority:,5-No treatment needed,,clean,surface clean
53-51/26,Sir David Young Cameron,"Old La Roche, 1907",Etching and drypoint,Ink print,Plate: 8 1/2 x 10 in. (21.59 x 25.4 cm),Examination,9/15/1987,(not entered),"Condition:  Frame:   Mat/Mount: 2 ply, slick old acetate  Object: sl gen discoloration severe foxing sl soiling  Recommended Treatment: clean wash (bleach?)  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash bleach,wash bleach
53-51/29,Sir Muirhead Bone,"Stockholm, 1923",Drypoint,Ink print,Plate: 9 x 11 1/2 in. (22.86 x 29.21 cm),Examination,9/15/1987,(not entered),"Condition:  Frame:   Mat/Mount: slick 2 ply old acetate cover  Object: sl gen discoloration sl soiling, edges  Recommended Treatment: clean remat  Care and Maintenance: dry clean with eraser crumbs, 4 ply rag mats  11-87  RAD  Curatorial Priority:",5-No treatment needed,,re-mat,enclosure upgrade
53-51/33,George Elbert Burr,"The Desert, n.d.",Drypoint,Ink print,Overall: 6 x 8 in. (15.24 x 20.32 cm),Examination,9/18/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration sl soiling old adhesive on L edge causing draws  Recommended Treatment: remove adhesive wash and flatten  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,reduce adhesive wash,wash
53-51/34,George Elbert Burr,"Oasis of Seven Palms, California, n.d.",Drypoint,Ink print,Overall: 4 13/16 x 6 7/8 in. (12.2428 x 17.4498 cm),Examination,9/18/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl discoloration sl light burn soiling in corners  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,clean,surface clean
53-51/35,Martin Lewis,"Quarter of Nine, Saturday's Children, 1929",Drypoint,Ink print,Overall: 9 7/8 x 12 11/16 in. (25.0698 x 32.2326 cm),Examination,9/22/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply rag good glassine  Object: sl-mod gen discoloration mod light burn sl soiling mod accretions  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,wash,wash
53-51/36,Walter Ernest Tittle,"Grand Central at Night, ca. 1930",Etching and drypoint,Ink print,Overall: 12 7/8 x 7 7/8 in. (32.6898 x 19.9898 cm),Examination,9/28/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl discoloration sl soil sl lightburn  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
53-51/36,Walter Ernest Tittle,"Grand Central at Night, ca. 1930",Etching and drypoint,Ink print,Overall: 12 7/8 x 7 7/8 in. (32.6898 x 19.9898 cm),Examination,8/10/2017,Excellent,"T-hinged to display mat with Japanese paper hinges at top.  Overall: slight undulation Top right quadrant, middle right: gentle undulation",5-No treatment needed,,none,none
53-51/42,Edmund Blampied,"Returning to the Stable, 1920",Drypoint,Ink print,Plate: 8 3/8 x 11 3/16 in. (21.2598 x 28.4226 cm),Examination,10/28/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration mod light burn sl soil sl cockling  Recommended Treatment: flatten wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash flatten,wash
53-51/44,Félix Hilaire Buhot,"Baptême Japonais, 1887","Etching, drypoint, engraving, and sulfur tint",Ink print,"Image: 8 11/16 x 5 1/4 in. (22.0663 x 13.335 cm)
Sheet: 13 1/16 x 8 1/4 in. (33.1788 x 20.955 cm)",Examination,10/29/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration sl light burn lge spots adhesive with paper LR, UL, UR sl cockling T num accretions  Recommended Treatment: (clean) wash - remove adhesive flatten  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash remove adhesive,wash
53-51/48,Robert Sargent Austin,"The Flight into Egypt, 1925",Engraving,Ink print,Plate: 6 1/2 x 10 3/8 in. (16.51 x 26.3398 cm),Examination,10/23/1987,(not entered),Condition:  Frame:   Mat/Mount: slick 2 ply good glassine  Object: sl gen discoloration mod light burn darkened spot of adhesive UR image matted with kraft tape  Recommended Treatment: clean remove tapes wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,remove tape wash,wash
53-51/49,Félix Hilaire Buhot,"Génie Bronze, 1883",Etching and drypoint,Ink print,"Image: 7 1/4 x 5 5/8 in. (18.415 x 14.2875 cm)
Sheet: 12 1/2 x 9 in. (31.75 x 22.86 cm)",Examination,10/29/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration sl light burn sl-mod foxing T corners darkened mod accretions  Recommended Treatment: (clean) wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
53-51/50,Gerald Leslie Brockhurst,"The Two Melisandes, 1928",Etching,Ink print,Plate: 6 x 3 7/16 in. (15.24 x 8.6868 cm),Examination,10/23/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: treated 1985  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
53-51/51,Gerald Leslie Brockhurst,"The Casaquin de Laine, 1924",Etching,Ink print,Plate: 7 3/4 x 5 7/8 in. (19.685 x 14.9098 cm),Examination,10/23/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: mod plate distortion treated 1985  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
53-51/52,Robert Sargent Austin,"Women in Church, 1926",Engraving,Ink print,Plate: 5 5/8 x 4 5/8 in. (14.3002 x 11.7602 cm),Examination,10/26/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration soiling; worst T corners adhesive in R margin - shiny, non-discolored  Recommended Treatment: clean remove adhesive  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,remove adhesive,attachment removal
59-73/4,"Pietro Berrettini, called Pietro da Cortona","In a Sea Battle, Assisted by Mars, Who Swoops Down from Heaven, He Strikes The Enemy, 1646",Ink drawing,Ink drawing,15 9/16 x 34 3/4 inches (39.53 x 88.27 cm),Examination,10/1/1985,(not entered),Condition:  Frame:   Mat/Mount:   Object:   Recommended Treatment: major treatment 86  Care and Maintenance:   Curatorial Priority:,,,major treatment,major treatment
59-73/5,"Pietro Berrettini, called Pietro da Cortona","The Young Princeling(Symbolically Cosimo I ) Fights with His Hosts Against the Enemy, 1646",Ink drawing,Ink drawing,13 15/16 x 28 15/16 inches (35.4 x 73.48 cm),Examination,10/1/1985,(not entered),Condition:  Frame:   Mat/Mount:   Object:   Recommended Treatment: major treatment 86  Care and Maintenance:   Curatorial Priority:,,,major treatment,major treatment
60-1,Hans Sebald Beham,"Statua Pacis Medallion, 1540",Ink drawing,Ink drawing,"Sheet: 2 1/8 x 1 15/16 in. (5.3975 x 4.9213 cm)
image (image): 1 11/16 in. (4.2862 cm)",Examination,10/14/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: mod discoloration mod foxing  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash,wash
60-1,Hans Sebald Beham,"Statua Pacis Medallion, 1540",Ink drawing,Ink drawing,"Sheet: 2 1/8 x 1 15/16 in. (5.3975 x 4.9213 cm)
image (image): 1 11/16 in. (4.2862 cm)",Examination,6/10/1991,Other Condition,,,,none,none
60-2,Hans Sebald Beham,"Constantia Triumphans Medallion, 1540",Ink drawing,Ink drawing,"Sheet: 2 1/8 x 1 15/16 in. (5.3975 x 4.9213 cm)
image (image): 1 11/16 in. (4.2862 cm)",Examination,10/14/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: mod discoloration mod foxing  Recommended Treatment: wash  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash,wash
60-2,Hans Sebald Beham,"Constantia Triumphans Medallion, 1540",Ink drawing,Ink drawing,"Sheet: 2 1/8 x 1 15/16 in. (5.3975 x 4.9213 cm)
image (image): 1 11/16 in. (4.2862 cm)",Examination,6/10/1991,Current Condition,,,,none,none
60-3,Adam Elsheimer,Landscape,Watercolor and opaque watercolor,"Drawing, water sensitive",Overall: 3 1/2 x 5 9/16 in. (8.89 x 14.1288 cm),Examination,7/27/1985,(not entered),"Condition:  Frame:   Mat/Mount: appears to be mounted to board by spots or edges, and that board taped to window  Object: very good a few accretions, slight soiling  Recommended Treatment: treated 9-86  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,treated,treated
60-4,Monogrammist JA,"Peasants, 1500",Ink drawing,Ink drawing,Overall: 7 5/16 x 5 1/2 in. (18.5738 x 13.97 cm),Examination,7/26/1985,(not entered),"Condition:  Frame:   Mat/Mount:   Object: slight abrasions and some staining whited circular spots across T, appear almost as bloom--mold? old adhesives on reverse mottle oxidation on reverse looks like - forgery to me  ms  Recommended Treatment: removed hinges  released portion of top edge stuck to mat  5-20-91  ms  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,treated,treated
60-5,Georg Pencz,"Romulus and Remus, 1546","Brown ink, black chalk, watercolor and gouache","Drawing, water sensitive","diam:  11 inches (27.94 cm)
Framed: 21 x 17 x 1 inches (53.34 x 43.18 x 2.54 cm)",Examination,8/9/1985,(not entered),"Condition:  Frame:   Mat/Mount: NH framing  Object: little discoloration small dirty tears along edges, mended a few accretions slight cockling slight abrasions  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:",,,none,none
60-5,Georg Pencz,"Romulus and Remus, 1546","Brown ink, black chalk, watercolor and gouache","Drawing, water sensitive","diam:  11 inches (27.94 cm)
Framed: 21 x 17 x 1 inches (53.34 x 43.18 x 2.54 cm)",Examination,6/10/1991,Current Condition,,,,none,none
60-6,Urs Graf,Standard Bearer - Canton Schwitz,Ink drawing,Ink drawing,Overall: 5 13/16 x 4 1/16 in. (14.7638 x 10.3188 cm),Examination,7/26/1985,(not entered),Condition:  Frame:   Mat/Mount:   Object: some stains and abrasions. portions of white appear darkened -- lead? very cockled REVERSE: adhesive residues along all four edges.  paper strip along entire L edge. perhaps remnant of old backing  Recommended Treatment:   Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,,none
60-7,Urs Graf,Standard Bearer - Canton Uri,Ink drawing,Ink drawing,Overall: 5 5/8 x 4 in. (14.2875 x 10.16 cm),Examination,7/26/1985,(not entered),"Condition:  Frame:   Mat/Mount:   Object: some staining numerous old folds in horizontal, creating abrasion and flaking lossesl; one strong crease across thighs cockled REVERSE: remnants of old mount and adhesive along 4 edges.  paper strip on L edge  Recommended Treatment:   Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,,none
60-8,"Giovanni Battista Piranesi, Pietro Longhi","Fish Market, Venice, 18th century",Ink drawing,Ink drawing,Overall: 8 x 11 3/8 in. (20.32 x 28.8925 cm),Examination,7/26/1985,(not entered),Condition:  Frame:   Mat/Mount:   Object: slight discoloration and foxing edge mounted to lignified board remnants of old papers around edges on reverse -- old inlay?  Recommended Treatment: treated 7-86  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,treated,treated
60-9,Paulus Potter,Cow and Steer,Pencil drawing,Pencil drawing,Overall: 4 1/8 x 12 1/2 in. (10.4775 x 31.75 cm),Examination,7/26/1985,(not entered),"Condition:  Frame:   Mat/Mount:   Object: slight discoloration; small stains very dirty, with soil at edges somewhat oxidized residues of old adhesive on T edge  Recommended Treatment:   Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,,none
60-11,Paulus Potter,Cow Lying Down,Pencil drawing,Pencil drawing,Overall: 4 x 5 3/4 in. (10.16 x 14.605 cm),Examination,7/26/1985,(not entered),"Condition:  Frame:   Mat/Mount:   Object: slight discoloration; margins very soiled corners skinned on reverse, creating loss in the lower left corner adhesive remains behind the upper right corner  Recommended Treatment:   Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,,none
60-12/1,"Jan Steen, Christian Josi",The Clarinet Lesson,Ink drawing,Ink drawing,Overall: 8 1/4 x 7 5/16 in. (20.955 x 18.575 cm),Examination,9/15/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag green cover  Object: sl gen discoloration sl soiling stains T corners and LL mod cockling  Recommended Treatment: wash flatten  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash flatten,wash
60-12/2,"Christian Josi, Jan Steen","The Clarinet Lesson, n.d.",Etching,Ink print,Plate: 8 1/4 x 7 5/16 in. (20.955 x 18.5674 cm),Examination,9/15/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag green glassine  Object: sl gen discoloration sl-mod light burn mod soiling, accretions mod cockling  Recommended Treatment: clean flatten  Care and Maintenance: dry clean with eraser crumbs accretions removed with scalple humidify and flatten under weights  12-87  RAD  Curatorial Priority:",5-No treatment needed,,flatten,flatten
60-12/3,"Jan Steen, Christian Josi","The Clarinet Lesson, n.d.",Etching,Ink print,Plate: 8 1/4 x 7 5/16 in. (20.955 x 18.5674 cm),Examination,9/15/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag green glassine  Object: sl gen discoloration sl soiling sm yellow stain L near T brown sticky adhesive in B margin, on mat and coversheet  Recommended Treatment: remove adhesive flatten  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,reduce adhesive wash,wash
60-20,Rembrandt Harmensz. van Rijn,"Road Along a Canal, 1654",Bistre,Ink print,Overall: 4 3/16 x 9 15/16 in. (10.6363 x 25.2412 cm),Examination,1/30/1983,(not entered),Condition:  Frame: gilt drwg frame- repaired 11/83 UF-3 added  Mat/Mount: rag lined french rag back  Object: vertical fold line at right corner missing edge tears top and left side laid paper lining foxed and discoored sheet bulges  Recommended Treatment: major: remove linign mend re-line  Care and Maintenance:   Curatorial Priority:,2-Treatment recommended,,re-line,re-line
60-20,Rembrandt Harmensz. van Rijn,"Road Along a Canal, 1654",Bistre,Ink print,Overall: 4 3/16 x 9 15/16 in. (10.6363 x 25.2412 cm),Examination,8/9/1985,(not entered),"Condition:  Frame: NH farming  Mat/Mount:   Object: severely buckled forward; some cockling near corners small tears and losses at corners -- some mends appear insecure, causing lifting of edge tears attached to secondary paper, perhaps  overall, or just edges  Recommended Treatment:   Care and Maintenance: major treatment, winter 88-89 backing removed  retrected  fal 92  Curatorial Priority:",3-Treatment as necessary,,,none
